head_word,is_primary,is_middle,is_high,is_zhongkao,is_gaokao,is_cet4,is_cet6,is_kaoyan,is_ielts,is_toefl,is_gre,is_gmat,is_sat,is_bec,is_level4,is_level8,is_phonetic_filled,phonetic_source
reception,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,origin
receptionist,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,origin
receptive,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,origin
receptiveness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:receptive
receptor,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,origin
recertification,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fuzzy:rectification
recess,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
recession,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,origin
recessive,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,origin
recharge,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,origin
recherche,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
recidivism,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
recipe,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,origin
recipient,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,origin
reciprocal,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,origin
reciprocally,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:reciprocal
reciprocate,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,origin
reciprocation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:reciprocate
reciprocity,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
recital,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,origin
recitation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,origin
recite,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,origin
reck,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
reckless,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,origin
recklessness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reckon,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,origin
reckoning,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
reclaim,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,origin
reclamation,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,origin
recline,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,origin
recluse,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,origin
reclusive,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
recognise,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,fuzzy:recognize
recognition,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,origin
recognizable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
recognize,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,origin
recoil,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,origin
recollect,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,origin
recollection,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
recombination,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
recombine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:combine
recommend,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,origin
recommendation,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,origin
recompense,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
recompose,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reconcile,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,origin
reconciliation,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,origin
recondite,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
recondition,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reconnaissance,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,origin
reconnoiter,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
reconsider,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
reconstitute,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reconstruct,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
reconstruction,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,origin
reconvene,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
record,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,origin
recorder,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,origin
recording,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
recount,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
recoup,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,origin
recourse,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,origin
recover,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,origin
recovery,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,origin
recreant,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
recreate,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,origin
recreation,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,origin
recreational,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,origin
recriminate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
recrudescent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,fuzzy:crescent
recruit,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,origin
recruiter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
recruitment,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,origin
recrystallize,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:crystallize
rectangle,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,origin
rectangular,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,origin
rectification,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
rectify,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,origin
rectitude,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
rector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
recumbent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
recuperate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
recuperative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
recur,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,origin
recurrence,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,origin
recurrent,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,origin
recurring,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
recusant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
recyclable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
recycle,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,origin
recycling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
red,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
red date,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:predate
redbrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
redbud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reddish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
redeem,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,origin
redefine,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,origin
redemption,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
redemptive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
redesign,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
redevelopment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,origin
redintegrate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
redirect,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,origin
rediscover,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
redistribute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
redistribution,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:distribution
redolent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
redoubtable,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
redound,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
redraw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
redress,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,origin
reduce,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,origin
reduction,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,origin
redundancy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,origin
redundant,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,origin
redwing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
redwood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reed,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,origin
reedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
reef,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,origin
reek,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reeky,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:reek
reel,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,origin
reelect,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reelection,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reenact,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:react
reenter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reexamination,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reexamine,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
refectory,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,origin
refer,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,origin
refer to,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
referee,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,origin
reference,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,origin
referendum,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,origin
referent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
referral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
refill,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
refine,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,origin
refined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
refinement,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,origin
refiner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,origin
refinery,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,origin
reflect,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,origin
reflection,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,origin
reflective,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,origin
reflectivity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:relativity
reflet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:reflect
reflex,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,origin
reflexion,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,origin
refocillate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:oscillate
reform,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,origin
reformer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
refract,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
refraction,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,origin
refractory,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,origin
refrain,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,origin
reframe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,fuzzy:frame
refreeze,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:freeze
refresh,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,origin
refresher,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,fuzzy:refresh
refresher course,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
refreshing,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,origin
refreshment,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,origin
refreshments,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,origin
refrigerate,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
refrigeration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
refrigerator,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,origin
refuel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,origin
refuge,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,origin
refugee,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,origin
refulgence,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:refulgent
refulgent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
refund,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,origin
refundable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
refurbish,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,origin
refurbishment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
refusal,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,origin
refuse,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
refutation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,origin
refute,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,origin
regain,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,origin
regal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
regale,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
regan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:regain
regard,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,origin
regarding,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,origin
regardless,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,origin
regardless of,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:regardless
regards,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,origin
regatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
regency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
regenerate,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,origin
regeneration,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,origin
regenerative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
regent,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,origin
regime,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,origin
regimen,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
regiment,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,origin
regimental,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
regimentation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
region,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,origin
regional,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,origin
regionalist,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:regional
regionalization,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,fuzzy:rationalization
register,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,origin
registered,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
registrar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,origin
registration,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,origin
registry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
regnant,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
regolith,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
regress,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
regressive,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,origin
regret,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,origin
regretful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,origin
regretfully,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
regrettable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,origin
regular,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
regularity,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,origin
regularize,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
regularly,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,fuzzy:regular
regulate,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,origin
regulation,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,origin
regulator,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,origin
regulatory,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,fuzzy:regulator
regurgitate,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,origin
rehabilitate,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,origin
rehabilitation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
rehash,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
rehearsal,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,origin
rehearse,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,origin
reheat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:repeat
rehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
rehydrate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
reign,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,origin
reigning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reimburse,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,origin
reimbursement,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,origin
rein,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,origin
reincarnate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reincarnation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reindeer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,origin
reinforce,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,origin
reinforcement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,origin
reinstate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
reinsure,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
reinterpretation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:interpretation
reinvest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
reinvigorate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
reiterate,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,origin
reject,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,origin
rejection,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,origin
rejoice,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,origin
rejoicing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
rejoin,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
rejoinder,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
rejuvenate,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,origin
rekindle,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,origin
relapse,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,origin
relate,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,origin
relation,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,origin
relational,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
relationship,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,origin
relative,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,origin
relatively,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
relativity,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,origin
relax,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,origin
relaxation,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,origin
relaxing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
relay,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,origin
release,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,origin
relegate,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,origin
relent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
relentless,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,origin
relevance,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,origin
relevant,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,origin
reliability,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,origin
reliable,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,origin
reliance,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,origin
reliant,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,origin
relic,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,origin
relict,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
relief,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,origin
relieve,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,origin
relieved,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,origin
reliever,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
relievo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
religion,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,origin
religious,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,origin
religiously,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
relinguish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,fuzzy:relinquish
relinquish,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,origin
relish,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,origin
relive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
relocate,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,origin
relucent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
reluctance,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,origin
reluctant,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,origin
reluctantly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
rely,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,origin
rely on,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
remain,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,origin
remainder,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,origin
remaining,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
remains,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,origin
remand,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
remark,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,origin
remarkable,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,origin
remarkably,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
remediable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
remedial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
remediation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
remedy,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,origin
remember,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,origin
remembrance,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
remind,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,origin
reminder,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,origin
remind…of…,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:remind
reminisce,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
reminiscence,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,origin
reminiscent,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,origin
remiss,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
remission,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,origin
remit,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,origin
remittance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,origin
remittent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
remnant,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,origin
remodel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
